#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
fb5sult5b63g9dfp5095fb5sulttuhuo,1,Female,70 to 74,No,Living with partner/ spouse (NO children or children have left home),9,Better,Often,Some of the time,To a large extent,Definitely agree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,Prefer not to say,2909953,2022-11-22 16:43:00,2022-11-22 16:46:00,2.999999999301508,2022-11-22,0,E09000010,E02000289,9,Working part-time,False,False,True,72.0,,2,1,2,3,1.5,2,3,2.5,92.56137264603299,97.5,572.1125942281876
fd0o5od7tyf9lghafd0o5oftgmq354n8,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7,The same,Some of the time,Often,Not at all,Tend to agree,,,,,None of the above,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Almost every month,Almost every month,1,3.0,1,1,1,1,1,1,0,1,1,Very low fuel-security,5,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",6298427,2022-12-03 13:47:00,2022-12-03 13:52:00,4.999999995343387,2022-12-03,1,E09000009,E02000241,4,Working full-time,True,False,False,32.0,19600.0,1,2,0,2,1.5,0,2,1.0,81.46078799553669,87.1,415.90098258474535
fdkowb63bw9pjqt9fdkowwe3d8b2eog4,1,Female,40 to 44,Yes,Living on my own (NO children or children have left home),4,The same,Often,Often,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,,Loving in work accommodation,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2821315,2022-11-22 16:06:00,2022-11-22 16:12:00,6.000000009080395,2022-11-22,1,E09000014,E02000420,2,Working full-time,False,False,False,42.0,31100.0,2,2,1,2,2.0,1,2,1.5,110.31084588034891,77.3,278.9395101461536
fdncxeaty4a4g8s1b0t3gfdncxeazzdb,1,Female,35 to 39,Yes,Living on my own (NO children or children have left home),4,Worse,Often,Often,To some extent,Tend to agree,Foodbank,Neighbours,Close family or friends,,,foraging,Sometimes true,Never true,Often true,No,,No,No,No,No,,1.0,0,1,0.0,,0.0,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Almost every month,Some months but not every month,Never,0,,0,1,1,1,0,0,0,0,1,Low fuel-security,3,Some months but not every month,Some months but not every month,1 or 2 months,,,,,,Not working- long term sick or disabled,,,Prefer not to say,2235968,2022-11-22 22:43:00,2022-11-22 23:00:00,17.0000000030268,2022-11-22,1,E09000007,E02000171,6,Not working- long term sick or disabled,True,False,False,37.0,,2,2,1,2,2.0,1,2,1.5,161.7785752076001,78.8,290.83921795744635
fdqd0nmmdy6d9l793tufdqdrostibke9,1,Female,20 to 24,Yes,Living on my own (NO children or children have left home),3,Worse,Often,Often,Not at all,Tend to disagree,Foodbank,,,Community or faith group,,,Often true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Some months but not every month,Some months but not every month,1,100.0,0,1,1,1,1,1,1,0,1,Very low fuel-security,5,Almost every month,Almost every month,Some months but not every month,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",1964350,2022-11-22 16:06:00,2022-11-22 16:26:00,20.000000002328303,2022-11-22,1,E09000029,E02000851,2,Unemployed,False,True,False,22.0,12000.0,2,2,0,1,2.0,0,1,0.5,64.10579524758313,56.699999999999996,296.86904816728594
fefqvs2vuwhjw2h615nbwzfefqvs3tx3,1,Female,75 to 79,No,Living on my own (NO children or children have left home),7,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,C,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,,,,Retired,,,,,Prefer not to say,1868590,2022-11-27 13:44:00,2022-11-27 13:49:00,4.999999995343387,2022-11-27,1,E09000027,E02000798,5,Retired,False,False,True,77.0,,1,1,2,2,1.0,2,2,2.0,59.12433069454052,94.3,279.528364515789
feu23hjgo8uesc3xfsv4h7feu23hjz2b,1,Female,20 to 24,No,Living with partner/ spouse (NO children or children have left home),8,Much better,Some of the time,Some of the time,To a large extent,Definitely disagree,,,Close family or friends,Community or faith group,,,Never true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,No,,0.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Some months but not every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,1 or 2 months,Some months but not every month,Almost every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",6506298,2022-11-27 12:57:00,2022-11-27 13:06:00,8.999999997904524,2022-11-27,1,E09000031,E02000914,2,Working part-time,True,False,False,22.0,12000.0,1,1,2,0,1.0,2,0,1.0,82.92437534381423,75.0,182.51171889864852
ffgehsjqpwi9wlz6ddlttwffgehsoggs,1,Female,50 to 54,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,Neighbours,Close family or friends,,,Olio,Never true,Never true,Sometimes true,No,,No,No,No,No,,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,D,No,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Almost every month,Some months but not every month,Some months but not every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,5978690,2022-12-04 13:36:00,2022-12-04 13:44:00,8.000000005122274,2022-12-03,1,E09000010,E02000304,8,Not working- looking after house/ children,False,False,True,52.0,,0,0,1,2,0.0,1,2,1.5,92.56137264603299,95.89999999999999,282.67684097916623
ffnrs0o8vbwo44ckcffn6youranbiqro,1,Female,30 to 34,Yes,Living on my own (NO children or children have left home),3,The same,Often,Often,Not at all,Definitely disagree,Foodbank,,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,No,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Almost every month,Almost every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,Almost every month,Almost every month,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2525654,2022-11-27 14:24:00,2022-11-27 14:28:00,4.000000002561137,2022-11-27,1,E09000033,E02000968,1,Working full-time,False,True,False,32.0,31100.0,2,2,0,0,2.0,0,0,0.0,372.93320499747455,59.5,212.6461234374995
fft2xs810nfx7igasbxgkfft2xs8fze3,1,Female,16 to 19,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,C,Yes,Some months but not every month,Almost every month,Never,1,60.0,0,0,1,1,0,1,1,0,0,Low fuel-security,3,Never,Never,Never,,,,,,,Student,,"Less than £14,900 p.a.",5523819,2022-11-22 15:37:00,2022-11-22 15:40:00,3.000000009778887,2022-11-22,1,E09000007,E02000191,6,Student,True,False,False,17.5,12000.0,1,1,2,1,1.0,2,1,1.5,161.7785752076001,41.699999999999996,461.1116670987422
fg5e07tzje2bok8okfg5e9zya7ajwlck,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Sometimes true,Never true,No,,No,No,No,No,,0.0,1,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,D,No,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",152538,2022-11-27 15:03:00,2022-11-27 15:07:00,4.000000002561137,2022-11-27,1,E09000003,E02000054,4,Working full-time,False,False,True,32.0,68900.0,0,1,1,2,0.5,1,2,1.5,71.52628693518058,71.89999999999999,242.34076470588232
fggv4jb5u90uqq9q6p6fggv4jb80x6ta,1,Female,20 to 24,Prefer not to say,"Living with other adults that are non-family members, such as friends/ flatmates",6,Better,Some of the time,Often,To a large extent,Definitely disagree,,,,,,using things such as too good to go,Often true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,No,No,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Don't know,Some months but not every month,Some months but not every month,Some months but not every month,0,,1,0,1,1,1,0,0,1,0,Low fuel-security,4,Almost every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"More than £58,900 p.a.",565243,2022-11-22 16:46:00,2022-11-22 16:51:00,4.999999995343387,2022-11-22,0,E09000025,E02000721,2,Working full-time,True,False,False,22.0,68900.0,1,2,2,0,1.5,2,0,1.0,102.94920578921285,82.69999999999999,530.9984957303369
fgzg6pt3uncky4is6baqqfgzg65gs5qt,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",9,The same,Hardly ever or never,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",5403462,2022-11-22 22:25:00,2022-11-22 22:28:00,2.999999999301508,2022-11-22,1,E09000024,E02000693,7,Working full-time,True,False,False,27.0,68900.0,0,1,2,1,0.5,2,1,1.5,64.73566039577726,77.5,220.87618685526266
fhqcb8lly4ttkmv81axlwfhqcb89hcft,1,Prefer not to say,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,Student,,"£14,901- £24,300 p.a.",472684,2022-11-22 19:15:00,2022-11-22 19:18:00,2.999999999301508,2022-11-22,1,E09000013,E02000383,7,Working full-time,True,False,False,22.0,19600.0,0,0,2,0,0.0,2,0,1.0,113.59740385755717,74.4,195.0558594575158
fjdgx17tvyokcbnfjdg3s5gozp5wf9po,1,Male,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Some of the time,Some of the time,Not at all,Definitely disagree,,,,,None of the above,,Never true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,No,Yes,,0.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Some months but not every month,Almost every month,Some months but not every month,1,20.0,0,1,1,1,1,1,0,0,1,Low fuel-security,4,Some months but not every month,Some months but not every month,Never,,,Unemployed,,,,Student,,"Less than £14,900 p.a.",6118494,2022-11-27 16:04:00,2022-11-27 16:08:00,4.000000002561137,2022-11-27,1,E09000026,E02000779,4,Unemployed,False,True,False,22.0,12000.0,1,1,0,0,1.0,0,0,0.0,78.28836492624754,91.0,391.63119993999936
fjn9h3rqxpp88fj02hli8fjqasb2eodj,1,Female,45 to 49,No,Living on my own (NO children or children have left home),8,Better,Often,Often,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2597649,2022-11-22 15:49:00,2022-11-22 15:52:00,2.999999999301508,2022-11-22,0,E09000016,E02000466,3,Working full-time,False,False,True,47.0,68900.0,2,2,1,0,2.0,1,0,0.5,73.74327004817229,95.1,315.2874365620908
fktad062wsv35k2cbcljfktadtcchbna,1,Female,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),6,The same,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,,Olio,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,E,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,Some months but not every month,Almost every month,Working full-time,,,,,,,,Prefer not to say,3273654,2022-12-03 14:43:00,2022-12-03 14:50:00,7.000000001862645,2022-12-03,1,E09000026,E02006925,8,Working full-time,False,False,True,37.0,,1,1,1,0,1.0,1,0,0.5,78.28836492624754,93.89999999999999,331.80679005851016
fmlkhmtsbe2xqyh2ydxwpzfmlkhmxgaw,1,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),9,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",11258,2022-11-23 07:31:00,2022-11-23 07:34:00,2.999999999301508,2022-11-22,1,E09000031,E02000914,2,Working full-time,True,False,False,37.0,68900.0,0,0,2,0,0.0,2,0,1.0,82.92437534381423,75.0,182.51171889864852
fmnsuk7714rwnoe15fmnsukpf0vu2yvu,1,Male,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7,Better,Some of the time,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,Yes,Never,Almost every month,Never,1,365.0,0,0,0,1,0,1,1,0,0,Low fuel-security,2,1 or 2 months,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",3183216,2022-11-22 15:49:00,2022-11-22 15:53:00,4.000000002561137,2022-11-22,1,E09000032,E02000941,6,Working full-time,False,False,True,32.0,68900.0,1,1,2,1,1.0,2,1,1.5,75.0126002708299,93.89999999999999,309.0265187709493
fp1z89rbyvun4rrirby7hfp1z89w6m11,1,Female,25 to 29,No,Living on my own (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,C,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",3442193,2022-11-22 16:03:00,2022-11-22 16:05:00,2.000000006519258,2022-11-22,0,E09000007,E02000174,4,Working full-time,True,False,False,27.0,31100.0,0,0,1,2,0.0,1,2,1.5,161.7785752076001,70.19999999999999,191.33766065333285
fpg6nmskwil39ng3fpg6nmndelvwxyui,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),8,Much better,Some of the time,Some of the time,To a large extent,Definitely agree,,Neighbours,Close family or friends,Community or faith group,,,Sometimes true,Never true,Never true,No,,No,No,No,No,,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,1 or 2 months,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",1091939,2022-11-22 18:18:00,2022-11-22 18:20:00,2.000000006519258,2022-11-22,1,E09000003,E02000060,6,Working full-time,True,False,False,32.0,31100.0,1,1,2,3,1.0,2,3,2.5,71.52628693518058,83.39999999999999,366.3997512437811
fpqha2fl6yzs8boxfpqha9nlnnzgkjhd,1,Female,40 to 44,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,Neighbours,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",996607,2022-11-22 19:58:00,2022-11-22 20:01:00,2.999999999301508,2022-11-22,1,E09000008,E02000196,6,Working full-time,False,False,True,42.0,68900.0,0,0,2,2,0.0,2,2,2.0,87.80214462188941,86.3,202.81692330303005
fpuder3iagqzhdnrfpudync70thgpqm0,1,Female,60 to 64,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,Worse,Often,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Sometimes true,No,,Yes,No,No,No,,0.0,0,1,0.0,,1.0,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,,,,Marginal food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,,1 or 2 months,,,,,Not working- looking after house/ children,,,,Prefer not to say,1804934,2022-11-27 13:25:00,2022-11-27 13:30:00,4.999999995343387,2022-11-27,0,E09000027,E02000806,10,Not working- looking after house/ children,False,False,True,62.0,,2,1,1,2,1.5,1,2,1.5,59.12433069454052,91.4,469.27932149166617
fqc33337syjpxl0vlmcfqc33gkfz1hre,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),8,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",44147,2022-11-22 16:59:00,2022-11-22 17:01:00,1.999999996041879,2022-11-22,1,E09000029,E02000846,7,Working full-time,False,False,True,32.0,68900.0,0,0,1,1,0.0,1,1,1.0,64.10579524758313,95.8,335.5428836465513
fqx3j0cvw27o81px4qbfqx3j0jeq79fb,1,Female,20 to 24,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,1 or 2 months,,,,,,,Student,,"Less than £14,900 p.a.",386964,2022-11-22 15:37:00,2022-11-22 15:40:00,3.000000009778887,2022-11-22,1,E09000003,E02000042,5,Student,False,False,False,22.0,12000.0,0,0,1,0,0.0,1,0,0.5,71.52628693518058,69.3,586.4488114754099
frkcy88gvw1dhybiazgfkfrkcy8ux3pq,1,Female,60 to 64,No,Living with partner/ spouse (NO children or children have left home),7,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Often true,Sometimes true,Never true,Yes,Only 1 or 2 months,Yes,No,No,No,,1.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Yes,Never,Almost every month,Never,1,30.0,0,0,0,1,0,1,0,0,0,Marginal fuel-security,1,Never,1 or 2 months,Never,,,,Retired,,,,,"£37,901- £58,900 p.a.",1261411,2022-11-23 20:00:00,2022-11-23 20:08:00,7.999999994644895,2022-11-22,1,E09000013,E02000378,6,Retired,True,False,False,62.0,48400.0,1,1,1,1,1.0,1,1,1.0,113.59740385755717,85.5,234.42398489795912
fsheg0s8bdkiaatic3dt3fsheg0sfb02,1,Female,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,C,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2484210,2022-11-22 15:36:00,2022-11-22 15:56:00,20.000000002328303,2022-11-22,1,E09000005,E02000125,6,Working full-time,False,False,True,27.0,31100.0,1,0,2,0,0.5,2,0,1.0,89.33622132404018,94.89999999999999,646.4132978749997
ft8zgyevz300lyo412ft8zgye87a14o8,1,Female,30 to 34,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,The same,Some of the time,Some of the time,To some extent,Tend to agree,Foodbank,Neighbours,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",4990831,2022-11-22 16:32:00,2022-11-22 16:44:00,12.000000007683411,2022-11-22,1,E09000032,E02000944,4,Working full-time,True,False,False,32.0,31100.0,1,1,1,2,1.0,1,2,1.5,75.0126002708299,63.0,457.4045969444443
fukpoarevz994fgtxvfukpo9b1ot4qtb,1,Male,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,The same,Some of the time,Often,To some extent,Tend to agree,,,,Community or faith group,,,Sometimes true,Often true,Never true,Yes,Only 1 or 2 months,Yes,No,Yes,No,,1.0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Living in student accommodation/ student halls,,C,No,Some months but not every month,1 or 2 months,Some months but not every month,0,,1,0,1,0,1,0,0,1,0,Low fuel-security,3,Some months but not every month,1 or 2 months,Almost every month,,,,,,,Student,,"Less than £14,900 p.a.",3150125,2022-11-22 15:27:00,2022-11-22 15:29:00,1.999999996041879,2022-11-22,1,E09000009,E02000276,5,Student,False,False,False,22.0,12000.0,1,2,1,2,1.5,1,2,1.5,81.46078799553669,90.2,360.39591854838676
fuqinuwfa9tpuamuqfuqijcdpqfn12le,1,Female,20 to 24,No,Living on my own (NO children or children have left home),9,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,,Olio,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,A,No,Almost every month,Never,Never,0,,1,0,1,0,0,0,0,1,0,Low fuel-security,2,Never,Never,1 or 2 months,Working full-time,,,,,,Student,,"£14,901- £24,300 p.a.",2679025,2022-11-27 13:02:00,2022-11-27 13:06:00,3.999999992083758,2022-11-27,1,E09000013,E02000384,3,Working full-time,True,False,False,22.0,19600.0,0,0,2,0,0.0,2,0,1.0,113.59740385755717,68.89999999999999,334.073055056521
fuuoyxljob4xcsguzfuuolz09mkr6g00,1,Male,25 to 29,Yes,Living on my own (NO children or children have left home),8,Better,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Sometimes true,Sometimes true,Never true,No,,Yes,Yes,No,No,,1.0,1,0,0.0,,1.0,1.0,0.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,1 or 2 months,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,Never,Never,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",6720013,2022-11-27 16:23:00,2022-11-27 16:29:00,5.999999998603016,2022-11-27,1,E09000025,E02000741,3,Not working- long term sick or disabled,True,False,False,27.0,12000.0,1,0,2,0,0.5,2,0,1.0,102.94920578921285,91.2,428.25108220930167
fuv7h3qe4miigc33smbw0fuv7h3ua0pa,1,Male,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,The same,Some of the time,Often,To some extent,Tend to disagree,,Neighbours,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Don't know,Some months but not every month,Some months but not every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,Some months but not every month,Some months but not every month,Never,Working full-time,,,,,,,,Prefer not to say,376713,2022-11-22 16:20:00,2022-11-22 16:29:00,8.999999997904524,2022-11-22,1,E09000023,E02000681,2,Working full-time,False,True,False,22.0,,1,2,1,1,1.5,1,1,1.0,93.94595064593693,93.2,474.1098867938928
fv7jtbg34l8ogpy7fv7jttafmm3uvuan,1,Male,40 to 44,Prefer not to say,Living on my own (NO children or children have left home),7,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,B,No,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,5033768,2022-11-27 15:16:00,2022-11-27 15:19:00,2.999999999301508,2022-11-27,1,E09000022,E02000649,3,Working part-time,True,False,False,42.0,,1,1,1,2,1.0,1,2,1.5,107.01926113040733,85.7,364.20877941916126
