#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
9399zz95x959jpz6ge7bg9399zz94vmw,1,Male,30 to 34,Prefer not to say,Living on my own (NO children or children have left home),3,Much worse,Often,Often,To some extent,Definitely agree,Foodbank,Neighbours,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,,Homeless/squatting in commercial,Don't know,No,Almost every month,Almost every month,Almost every month,1,30.0,0,0,1,1,1,1,0,0,0,Low fuel-security,3,Almost every month,Almost every month,Never,,,,,,,,Self Employed,"£14,901- £24,300 p.a.",2712692,2022-11-22 21:21:00,2022-11-22 21:27:00,6.000000009080395,2022-11-22,1,E09000030,E02000888,4,Not specified,False,False,False,32.0,19600.0,2,2,1,3,2.0,1,3,2.0,1.0,1.0,106.55418799829552,Insecure,Insecure,1.0,1.0,0.0,Tower Hamlets,4,2.0,4.677994794967642,High-medium,3
93a01jmjpqdh96yh193a01je3zf9zk1p,1,Female,35 to 39,No,Living on my own (NO children or children have left home),7,Better,Hardly ever or never,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",6300059,2022-11-22 17:25:00,2022-11-22 17:28:00,2.999999999301508,2022-11-22,1,E09000012,E02000356,5,Working full-time,False,False,True,37.0,48400.0,0,1,2,1,0.5,2,1,1.5,0.0,0.0,121.66707436399216,Secure,Secure,0.0,0.0,0.0,Hackney,5,4.0,4.809473973114799,Highest,4
93gxn3yg617mca50iki193gxn25lwnue,1,Male,45 to 49,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",4,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,No,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Don't know,Some months but not every month,Almost every month,Some months but not every month,1,150.0,1,1,1,1,1,1,1,1,1,Very low fuel-security,6,Almost every month,Some months but not every month,1 or 2 months,,Working part-time,,Retired,,Not working- long term sick or disabled,,,"£14,901- £24,300 p.a.",1329492,2022-12-03 23:19:00,2022-12-03 23:25:00,5.999999998603016,2022-12-03,1,E09000003,E02000055,8,Working part-time,True,False,False,47.0,19600.0,1,1,1,1,1.0,1,1,1.0,1.0,1.0,71.52628693518058,Insecure,Insecure,1.0,1.0,1.0,Barnet,7,2.0,4.283949074561243,Lowest,1
93m9s1x8hnnm45iup6a93m9s9tezu7bp,1,Female,65 to 69,Yes,Living with partner/ spouse (NO children or children have left home),4,Worse,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,I'm not really suffering like others may be,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,,,,Retired,,,,,"£14,901- £24,300 p.a.",116461,2022-12-03 18:50:00,2022-12-03 19:02:00,12.000000007683411,2022-12-03,1,E09000006,E02006782,7,Retired,False,False,True,67.0,19600.0,1,1,1,0,1.0,1,0,0.5,0.0,0.0,69.34413947690096,Secure,Secure,0.0,0.0,0.0,Bromley,11,2.0,4.253399474857929,Lowest,1
93y897dascc4p79iy9an08vmh6t2adbo,1,Female,75 to 79,Yes,Living on my own (NO children or children have left home),4,Worse,Some of the time,Some of the time,Not at all,Tend to disagree,,Neighbours,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Owning the house outright,,Don't know,No,Some months but not every month,Some months but not every month,Some months but not every month,1,130.0,1,0,1,1,1,1,1,1,0,Very low fuel-security,5,Some months but not every month,,Some months but not every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",4814228,2022-11-22 17:35:00,2022-11-22 17:41:00,5.999999998603016,2022-11-22,1,E09000032,E02000931,10,Working part-time,False,False,True,77.0,12000.0,1,1,0,1,1.0,0,1,0.5,1.0,1.0,75.0126002708299,Insecure,Insecure,1.0,1.0,1.0,Wandsworth,13,1.0,4.33089911958142,Low-medium,2
94ori87jysuky0hoqg94o7mhzzytc003,1,Female,45 to 49,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",1,Worse,Often,Often,Not at all,Definitely disagree,,,,,,Olio,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,No,Almost every month,Almost every month,Never,1,10.0,1,0,1,1,0,1,0,1,0,Low fuel-security,3,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5924388,2022-11-22 15:48:00,2022-11-22 15:55:00,7.000000001862645,2022-11-22,1,E09000022,E02000627,2,Working full-time,False,True,False,47.0,31100.0,2,2,0,0,2.0,0,0,0.0,1.0,1.0,107.01926113040732,Insecure,Insecure,1.0,1.0,0.0,Lambeth,7,3.0,4.682309555022923,High-medium,3
94tokj37j9lfgv7gk94tokevd3ih3y5f,1,Female,30 to 34,No,Living on my own (NO children or children have left home),7,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,Close family or friends,,,,Sometimes true,Never true,Never true,No,,No,No,No,No,,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,1 or 2 months,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",6652244,2022-11-28 22:00:00,2022-11-28 22:07:00,7.000000001862645,2022-11-27,1,E09000011,E02006930,5,Working full-time,False,True,False,32.0,48400.0,0,0,2,2,0.0,2,2,2.0,1.0,0.0,96.79696038426884,Insecure,Secure,0.0,0.0,0.0,Greenwich,4,4.0,4.582893496642329,High-medium,3
95avhtra39u8tczc479g95avht0762eo,1,Female,20 to 24,No,Living on my own (NO children or children have left home),8,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Living in student accommodation/ student halls,,Don't know,Don't know,Never,Almost every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Never,Never,Almost every month,,,,,,,Student,,"Less than £14,900 p.a.",5795450,2022-11-22 18:43:00,2022-11-22 18:46:00,2.999999999301508,2022-11-22,1,E09000030,E02000884,5,Student,False,False,False,22.0,12000.0,1,1,1,2,1.0,1,2,1.5,0.0,1.0,106.55418799829552,Secure,Insecure,0.0,0.0,0.0,Tower Hamlets,2,1.0,4.677994794967642,High-medium,3
95o100qowc6yalhewrc63095o100qepe,1,Male,25 to 29,No,Living with partner/ spouse (NO children or children have left home),8,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",5312342,2022-12-03 13:23:00,2022-12-03 13:32:00,8.999999997904524,2022-12-03,1,E09000004,E02000078,7,Working full-time,False,False,True,27.0,68900.0,0,0,2,1,0.0,2,1,1.5,0.0,0.0,64.46313682120169,Secure,Secure,0.0,0.0,0.0,Bexley,3,5.0,4.181487187588867,Lowest,1
963ed1bxd9yssihks0sqk6mu963ed1em,1,Female,35 to 39,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Often,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,,Living with family,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,Student,,Prefer not to say,3129798,2022-11-22 15:38:00,2022-11-22 15:43:00,5.000000005820766,2022-11-22,1,E09000024,E02000696,6,Working full-time,False,False,False,37.0,,2,1,1,1,1.5,1,1,1.0,0.0,0.0,64.73566039577726,Secure,Secure,0.0,0.0,0.0,Merton,5,,4.185641554432283,Lowest,1
964erj7bz1r1rhc6ov7bik17eg964erj,1,Male,45 to 49,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,B,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2800620,2022-11-27 12:50:00,2022-11-27 12:54:00,4.000000002561137,2022-11-27,1,E09000024,E02000706,4,Working full-time,False,False,True,47.0,68900.0,1,1,1,1,1.0,1,1,1.0,0.0,0.0,64.73566039577726,Secure,Secure,0.0,0.0,0.0,Merton,7,5.0,4.185641554432283,Lowest,1
972zzaxi4qe4r3b972b99f6zoqprea26,1,Female,20 to 24,No,Living with partner/ spouse (NO children or children have left home),9,Better,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,No,Almost every month,1 or 2 months,Never,0,,0,0,1,0,0,0,0,0,0,Marginal fuel-security,1,Some months but not every month,Never,Some months but not every month,,Working part-time,,,,,,,Prefer not to say,750278,2022-11-22 17:15:00,2022-11-22 17:17:00,1.999999996041879,2022-11-22,1,E09000006,E02000142,8,Working part-time,False,False,False,22.0,,1,1,2,1,1.0,2,1,1.5,0.0,1.0,69.34413947690096,Secure,Insecure,0.0,0.0,0.0,Bromley,2,,4.253399474857929,Lowest,1
97lf97ys9edewa9897lfaiz92kx05sjs,1,Male,35 to 39,No,Living with partner/ spouse (NO children or children have left home),9,Much better,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,B,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",5869869,2022-11-27 17:07:00,2022-11-27 17:11:00,4.000000002561137,2022-11-27,1,E09000028,E02000831,3,Working part-time,False,False,True,37.0,68900.0,0,0,1,2,0.0,1,2,1.5,0.0,0.0,112.89535525791996,Secure,Secure,0.0,0.0,0.0,Southwark,5,5.0,4.735280090498906,Highest,4
97qzk3acx16ip218hl697qzk33kcdkif,1,Male,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Often true,Sometimes true,Sometimes true,No,,No,No,No,No,,1.0,1,1,0.0,,0.0,0.0,0.0,0.0,,3,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Some months but not every month,Some months but not every month,0,,0,0,1,1,1,0,0,0,0,Low fuel-security,3,Almost every month,Almost every month,Some months but not every month,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",6106928,2022-11-24 17:12:00,2022-11-24 17:17:00,4.999999995343387,2022-11-22,1,E09000030,E02000893,2,Working part-time,True,False,False,27.0,19600.0,1,1,1,1,1.0,1,1,1.0,1.0,1.0,106.55418799829552,Insecure,Insecure,1.0,0.0,0.0,Tower Hamlets,3,2.0,4.677994794967642,High-medium,3
998d7h69nw3z1r4ko7rsf998d7hm01sf,1,Prefer not to say,20 to 24,Prefer not to say,"Living with other adults that are non-family members, such as friends/ flatmates",8,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Sometimes true,Never true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,Yes,No,,1.0,0,1,1.0,0.0,1.0,1.0,1.0,0.0,,6,,,,,,,,,,,,,,,,,,,,Low food security,Living in student accommodation/ student halls,,Don't know,No,1 or 2 months,1 or 2 months,Never,1,15.0,0,0,0,0,0,1,0,0,0,High fuel-security,0,1 or 2 months,Almost every month,1 or 2 months,,,,,,,Student,,Prefer not to say,182817,2022-11-22 15:43:00,2022-11-22 15:48:00,4.999999995343387,2022-11-22,1,E09000012,E02000362,2,Student,False,False,False,22.0,,0,0,1,0,0.0,1,0,0.5,1.0,0.0,121.66707436399216,Insecure,Secure,0.0,0.0,0.0,Hackney,2,,4.809473973114799,Highest,4
9a5f5gcesttmtd7kb39a5f0mad5q6rmx,1,Female,60 to 64,No,Living on my own (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,Prefer not to say,1029464,2022-11-22 15:35:00,2022-11-22 15:38:00,2.999999999301508,2022-11-22,1,E09000022,E02000635,4,Working full-time,False,True,False,62.0,,0,0,1,2,0.0,1,2,1.5,0.0,0.0,107.01926113040732,Secure,Secure,0.0,0.0,0.0,Lambeth,10,,4.682309555022923,High-medium,3
9ast5ftj55443oymys3c9ast5pu3or1l,1,Female,45 to 49,Yes,Living on my own (NO children or children have left home),5,Worse,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Sometimes true,Yes,Almost every month,Yes,No,No,No,,0.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Owning the house outright,,Don't know,No,Never,Almost every month,Never,1,365.0,0,0,0,1,0,1,1,0,0,Low fuel-security,2,Never,,Some months but not every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",3624738,2022-11-23 13:14:00,2022-11-23 13:21:00,7.000000001862645,2022-11-22,1,E09000011,E02000335,5,Unemployed,False,False,True,47.0,12000.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,96.79696038426884,Insecure,Insecure,1.0,0.0,0.0,Greenwich,7,1.0,4.582893496642329,High-medium,3
9d4ydo5a2kuygu9d4xos02u1groadg9r,1,Male,16 to 19,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,,,,,,,Student,,Prefer not to say,6611925,2022-11-27 12:52:00,2022-11-27 12:57:00,4.999999995343387,2022-11-27,1,E09000004,E02000084,8,Student,False,False,True,17.5,,0,0,2,1,0.0,2,1,1.5,0.0,0.0,64.46313682120169,Secure,Secure,0.0,0.0,0.0,Bexley,1,,4.181487187588867,Lowest,1
9egha5wsowr5x9b6hl9egha5wsik5uh0,1,Female,25 to 29,Yes,Living with partner/ spouse (NO children or children have left home),9,The same,Hardly ever or never,Hardly ever or never,To a large extent,Definitely agree,,Neighbours,,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2186501,2022-11-27 19:14:00,2022-11-27 19:16:00,1.999999996041879,2022-11-27,1,E09000027,E02000798,9,Working full-time,False,False,False,27.0,31100.0,0,0,2,3,0.0,2,3,2.5,0.0,0.0,59.12433069454052,Secure,Secure,0.0,0.0,0.0,Richmond upon Thames,3,3.0,4.096414596464431,Lowest,1
9ejh8fvwehryew763l9ejh8vvmeltlps,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",5,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,No,,No,No,No,No,,1.0,1,1,0.0,,0.0,0.0,0.0,0.0,,3,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,D,Don't know,Never,Never,Never,1,10.0,1,0,0,0,0,1,0,1,0,Marginal fuel-security,1,Some months but not every month,Almost every month,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",3089100,2022-11-22 15:51:00,2022-11-22 15:55:00,4.000000002561137,2022-11-22,1,E09000014,E02000422,3,Working part-time,True,False,False,32.0,19600.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,110.31084588034892,Insecure,Insecure,1.0,0.0,0.0,Haringey,4,2.0,4.712326700796616,High-medium,3
9fdf83m7tit9dxtdj9fdf83ac76jb03k,1,Female,65 to 69,Yes,Living on my own (NO children or children have left home),7,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,E,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,1 or 2 months,1 or 2 months,,Working part-time,,,,,,,"£24,301- £37,900 p.a.",2040948,2022-11-27 13:34:00,2022-11-27 13:39:00,4.999999995343387,2022-11-27,1,E09000003,E02000043,10,Working part-time,False,False,True,67.0,31100.0,1,1,2,1,1.0,2,1,1.5,0.0,0.0,71.52628693518058,Secure,Secure,0.0,0.0,0.0,Barnet,11,3.0,4.283949074561243,Lowest,1
9fquu4p8eh08t8orihkp9fquu4p8wauc,1,Female,50 to 54,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",381367,2022-11-22 15:37:00,2022-11-22 15:43:00,6.000000009080395,2022-11-22,1,E09000007,E02000186,3,Working full-time,False,False,True,52.0,68900.0,0,0,2,1,0.0,2,1,1.5,0.0,0.0,161.7785752076001,Secure,Secure,0.0,0.0,0.0,Camden,8,5.0,5.0923908429892295,Highest,4
9g831ntwxocxjegsc2h39g831nzkzsym,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,No,,0.0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,D,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,1 or 2 months,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",728643,2022-11-22 17:04:00,2022-11-22 17:10:00,6.000000009080395,2022-11-22,1,E09000030,E02000878,2,Working full-time,True,False,False,32.0,48400.0,1,1,1,1,1.0,1,1,1.0,1.0,0.0,106.55418799829552,Insecure,Secure,0.0,0.0,0.0,Tower Hamlets,4,4.0,4.677994794967642,High-medium,3
9gnziu5mld6caxf2to9gnziuzej8ysjp,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7,Worse,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Sometimes true,Never true,Sometimes true,No,,Yes,Yes,No,No,,1.0,0,1,0.0,,1.0,1.0,0.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Yes,Some months but not every month,Never,1 or 2 months,0,,1,0,1,0,0,0,0,1,0,Low fuel-security,2,1 or 2 months,Some months but not every month,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1159114,2022-11-22 15:56:00,2022-11-22 16:40:00,43.99999999674037,2022-11-22,1,E09000014,E02000424,7,Working full-time,True,False,False,32.0,48400.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,110.31084588034892,Insecure,Insecure,1.0,0.0,0.0,Haringey,4,4.0,4.712326700796616,High-medium,3
9htl9yfoia6rjro5m9htl4f6dhwm2jvy,1,Female,20 to 24,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",5,The same,Some of the time,Some of the time,To some extent,Tend to agree,Foodbank,Neighbours,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Living in a night shelter/ hostel,,Don't know,No,Almost every month,Almost every month,Almost every month,1,48.0,1,1,1,1,1,1,1,1,1,Very low fuel-security,6,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"£14,901- £24,300 p.a.",2170782,2022-11-22 15:38:00,2022-11-22 15:41:00,2.999999999301508,2022-11-22,1,E09000031,E02000922,4,Not working- long term sick or disabled,False,False,False,22.0,19600.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,82.92437534381423,Insecure,Insecure,1.0,1.0,1.0,Waltham Forest,2,2.0,4.429916099809674,Low-medium,2
9iorcc6zvew7huoydkda1q9iorccmv4l,1,Male,45 to 49,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",3,The same,Some of the time,Some of the time,Not at all,Tend to disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Almost every month,Never,1,365.0,0,1,1,1,0,1,1,0,1,Low fuel-security,4,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",14017,2022-11-27 12:52:00,2022-11-27 12:56:00,4.000000002561137,2022-11-27,1,E09000030,E02000872,3,Working full-time,True,False,False,47.0,31100.0,1,1,0,1,1.0,0,1,0.5,1.0,1.0,106.55418799829552,Insecure,Insecure,1.0,1.0,0.0,Tower Hamlets,7,3.0,4.677994794967642,High-medium,3
9kkhdafrj2dyyx0z9kkhdi1qdcco2vky,1,Prefer not to say,20 to 24,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,No,,No,No,No,No,,1.0,1,1,0.0,,0.0,0.0,0.0,0.0,,3,,,,,,,,,,,,,,,,,,,,Low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Don't know,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Some months but not every month,Some months but not every month,Never,,Working part-time,,,,,,,Prefer not to say,2304952,2022-11-22 18:49:00,2022-11-22 18:58:00,8.999999997904524,2022-11-22,1,E09000005,E02000122,4,Working part-time,False,True,False,22.0,,1,1,1,1,1.0,1,1,1.0,1.0,1.0,89.33622132404018,Insecure,Insecure,1.0,0.0,0.0,Brent,2,,4.503538502077379,Low-medium,2
9kw6conayptw2w7xpjza9kw6cokvl2z5,1,Male,25 to 29,No,Living with partner/ spouse (NO children or children have left home),6,Better,Hardly ever or never,Some of the time,To some extent,Tend to disagree,,Neighbours,Close family or friends,,,,Sometimes true,Never true,Sometimes true,No,,Yes,No,Yes,No,,1.0,0,1,0.0,,1.0,0.0,1.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,C,Don't know,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",771970,2022-11-22 15:38:00,2022-11-22 15:41:00,2.999999999301508,2022-11-22,1,E09000029,E02000857,7,Working full-time,True,False,False,27.0,48400.0,0,1,1,1,0.5,1,1,1.0,1.0,1.0,64.10579524758313,Insecure,Insecure,1.0,0.0,0.0,Sutton,3,4.0,4.176013565952618,Lowest,1
9lfi9uo5yuauuty9lfiwufe4zkoc6xdc,1,Female,50 to 54,No,"Living with other adults that are non-family members, such as friends/ flatmates",6,Much better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,E,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,Prefer not to say,2826018,2022-11-27 14:09:00,2022-11-27 14:11:00,1.999999996041879,2022-11-27,1,E09000025,E02000730,4,Working full-time,False,False,True,52.0,,1,1,1,1,1.0,1,1,1.0,0.0,0.0,102.94920578921284,Secure,Secure,0.0,0.0,0.0,Newham,8,,4.643902373959421,High-medium,3
9m2maq85wrjj80tz7x9m2maqoxdpt8k8,1,Male,45 to 49,No,Living on my own (NO children or children have left home),7,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,Community or faith group,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",1285102,2022-11-22 16:26:00,2022-11-22 16:30:00,4.000000002561137,2022-11-22,0,E09000017,E02000516,6,Working full-time,False,False,True,47.0,31100.0,1,1,2,2,1.0,2,2,2.0,0.0,0.0,77.02625332106763,Secure,Secure,0.0,0.0,0.0,Hillingdon,7,3.0,4.357045351098229,Low-medium,2
