user_id,security_type,gender,age_group,age_order,health_condition,household_type,employment_status_group,income_band,income_order,housing_tenure_group,epc_rating,prepayment_meter,private_renter,social_renter,owner_occupier,life_satisfaction,social_isolation_score,social_support_score,lad_code,borough_name,imd_decile,crime_rate_per_1000,log_crime_rate,crime_quartile,crime_quartile_order,security_label,security_score,security_status,insecure_flag,severe_flag
420698,Food,Female,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,C,No,False,False,True,6,1.5,1.0,E09000029,Sutton,8,64.10579524758313,4.176013565952618,Lowest,1,Marginal food security,1,Insecure,1.0,0.0
5325387,Food,Male,20 to 24,2,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,Prefer not to say,,Buying the house on a mortgage,Don't know,Yes,False,False,True,8,1.5,1.5,E09000009,Ealing,4,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
5369900,Food,Male,30 to 34,4,Yes,Living on my own (NO children or children have left home),Not working- long term sick or disabled,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,6,2.0,1.5,E09000011,Greenwich,2,96.79696038426884,4.582893496642329,High-medium,3,Very low food security,8,Insecure,1.0,1.0
5256306,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,7,0.0,1.5,E09000014,Haringey,4,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
6449344,Food,Male,55 to 59,9,Yes,Living on my own (NO children or children have left home),Unemployed,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,6,1.0,1.5,E09000005,Brent,4,89.33622132404018,4.503538502077379,Low-medium,2,Very low food security,9,Insecure,1.0,1.0
2883493,Food,Female,16 to 19,1,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Student,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,Yes,False,False,True,10,1.0,1.0,E09000006,Bromley,9,69.34413947690096,4.253399474857929,Lowest,1,High food security,0,Secure,0.0,0.0
6041986,Food,Female,30 to 34,4,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,D,Yes,True,False,False,7,1.5,0.5,E09000030,Tower Hamlets,4,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
2937396,Food,Female,45 to 49,7,Prefer not to say,Living with partner/ spouse (NO children or children have left home),Unemployed,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,7,0.0,1.0,E09000003,Barnet,9,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
5532800,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.0,E09000014,Haringey,6,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
6106933,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,0.5,E09000019,Islington,5,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
6205881,Food,Female,45 to 49,7,No,Living with partner/ spouse (NO children or children have left home),Unemployed,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,0.0,1.5,E09000022,Lambeth,4,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
5687810,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,Yes,True,False,False,8,1.5,1.0,E09000005,Brent,4,89.33622132404018,4.503538502077379,Low-medium,2,High food security,0,Secure,0.0,0.0
6431539,Food,Male,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.5,0.5,E09000032,Wandsworth,3,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
4964706,Food,Female,65 to 69,11,Yes,Living with partner/ spouse (NO children or children have left home),Retired,"£14,901- £24,300 p.a.",2.0,Owning the house outright,Don't know,No,False,False,True,7,1.0,1.0,E09000015,Harrow,7,61.22939835759527,4.130827530489963,Lowest,1,Marginal food security,1,Insecure,1.0,0.0
2559534,Food,Female,35 to 39,5,Prefer not to say,Living on my own (NO children or children have left home),Unemployed,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Yes,False,False,False,6,1.0,0.5,E09000032,Wandsworth,5,75.0126002708299,4.33089911958142,Low-medium,2,Very low food security,9,Insecure,1.0,1.0
6044947,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,D,No,True,False,False,8,0.0,1.0,E09000009,Ealing,2,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
5794653,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,1.0,1.5,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
2258876,Food,Female,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,No,False,False,True,7,1.0,2.5,E09000025,Newham,1,102.94920578921284,4.643902373959421,High-medium,3,Low food security,4,Insecure,1.0,0.0
4906335,Food,Female,45 to 49,7,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"Less than £14,900 p.a.",1.0,,Don't know,Yes,False,False,False,5,0.5,1.0,E09000032,Wandsworth,3,75.0126002708299,4.33089911958142,Low-medium,2,Low food security,3,Insecure,1.0,0.0
4794533,Food,Female,35 to 39,5,Yes,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,1.0,1.5,E09000025,Newham,2,102.94920578921284,4.643902373959421,High-medium,3,High food security,0,Secure,0.0,0.0
6179656,Food,Female,30 to 34,4,Yes,Living with partner/ spouse (NO children or children have left home),Not working- looking after house/ children,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,4,1.5,0.5,E09000029,Sutton,6,64.10579524758313,4.176013565952618,Lowest,1,Very low food security,9,Insecure,1.0,1.0
4231235,Food,Female,30 to 34,4,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,B,Yes,False,False,True,9,0.5,0.5,E09000005,Brent,4,89.33622132404018,4.503538502077379,Low-medium,2,High food security,0,Secure,0.0,0.0
2192990,Food,Female,25 to 29,3,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"More than £58,900 p.a.",5.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,No,False,False,False,6,1.0,2.0,E09000019,Islington,5,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
2358464,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Student,"Less than £14,900 p.a.",1.0,Living in student accommodation/ student halls,Don't know,Don't know,False,False,False,8,1.0,2.0,E09000031,Waltham Forest,3,82.92437534381423,4.429916099809674,Low-medium,2,Low food security,4,Insecure,1.0,0.0
6556046,Food,Female,50 to 54,8,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£24,301- £37,900 p.a.",3.0,Owning the house outright,Don't know,No,False,False,True,8,1.0,0.5,E09000010,Enfield,1,92.561372646033,4.538617612899859,High-medium,3,Low food security,3,Insecure,1.0,0.0
1793326,Food,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,9,0.5,1.0,E09000032,Wandsworth,7,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
1809644,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,B,No,False,False,True,7,1.0,0.5,E09000019,Islington,4,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
1496052,Food,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,2.0,E09000024,Merton,6,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
5392683,Food,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,No,False,False,True,7,0.0,1.5,E09000015,Harrow,5,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
3271823,Food,Female,55 to 59,9,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000015,Harrow,5,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
2176708,Food,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,No,False,False,True,8,1.5,1.5,E09000003,Barnet,5,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
722681,Food,Female,20 to 24,2,Yes,Living on my own (NO children or children have left home),Unemployed,"Less than £14,900 p.a.",1.0,Living in rented accommodation from Housing Association,D,No,False,True,False,2,1.0,2.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Very low food security,9,Insecure,1.0,1.0
5772981,Food,Female,30 to 34,4,No,"Living with other adults that are non-family members, such as friends/ flatmates",Unemployed,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,3,2.0,1.0,E09000009,Ealing,4,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
2870815,Food,Female,40 to 44,6,Prefer not to say,Living on my own (NO children or children have left home),Unemployed,Prefer not to say,,Owning the house outright,Don't know,Yes,False,False,True,9,0.5,1.5,E09000026,Redbridge,4,78.28836492624754,4.373091395634522,Low-medium,2,Low food security,7,Insecure,1.0,0.0
5374125,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,No,True,False,False,8,0.5,2.0,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
1381231,Food,Male,40 to 44,6,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"£24,301- £37,900 p.a.",3.0,Owning the house outright,E,No,False,False,True,4,2.0,1.5,E09000007,Camden,7,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
2683815,Food,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Unemployed,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,5,2.0,1.5,E09000030,Tower Hamlets,2,106.55418799829552,4.677994794967642,High-medium,3,Very low food security,9,Insecure,1.0,1.0
847727,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.0,E09000007,Camden,6,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
5056630,Food,Female,55 to 59,9,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£14,901- £24,300 p.a.",2.0,Buying the house on a mortgage,Don't know,No,False,False,True,5,1.0,1.5,E09000017,Hillingdon,9,77.02625332106763,4.357045351098229,Low-medium,2,High food security,0,Secure,0.0,0.0
3359688,Food,Female,16 to 19,1,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Student,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,4,2.0,2.0,E09000003,Barnet,4,71.52628693518058,4.283949074561243,Lowest,1,Marginal food security,2,Insecure,1.0,0.0
4725177,Food,Female,50 to 54,8,Yes,Living on my own (NO children or children have left home),Working full-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,Don't know,Yes,False,True,False,5,1.5,1.5,E09000010,Enfield,2,92.561372646033,4.538617612899859,High-medium,3,Low food security,6,Insecure,1.0,0.0
374457,Food,Female,30 to 34,4,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Not specified,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,4,1.5,0.5,E09000011,Greenwich,2,96.79696038426884,4.582893496642329,High-medium,3,Low food security,7,Insecure,1.0,0.0
6426249,Food,Female,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,C,Don't know,True,False,False,5,1.0,1.0,E09000018,Hounslow,6,85.64933258699376,4.461869313731418,Low-medium,2,Marginal food security,2,Insecure,1.0,0.0
5819855,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,,B,No,False,False,False,10,0.0,1.5,E09000030,Tower Hamlets,4,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
638842,Food,Female,55 to 59,9,Yes,Living with partner/ spouse (NO children or children have left home),Not working- long term sick or disabled,"More than £58,900 p.a.",5.0,Owning the house outright,C,No,False,False,True,9,0.0,1.5,E09000033,Westminster,7,372.93320499747455,5.924077185200883,Highest,4,High food security,0,Secure,0.0,0.0
3396742,Food,Male,55 to 59,9,No,Living on my own (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,C,No,True,False,False,8,2.0,1.0,E09000013,Hammersmith and Fulham,2,113.59740385755715,4.741425150076017,Highest,4,High food security,0,Secure,0.0,0.0
3053970,Food,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,D,No,True,False,False,7,1.0,1.0,E09000013,Hammersmith and Fulham,4,113.59740385755715,4.741425150076017,Highest,4,High food security,0,Secure,0.0,0.0
2501178,Food,Female,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Yes,True,False,False,7,1.0,1.5,E09000005,Brent,4,89.33622132404018,4.503538502077379,Low-medium,2,Low food security,5,Insecure,1.0,0.0
4536903,Food,Female,35 to 39,5,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"Less than £14,900 p.a.",1.0,,Don't know,No,False,False,False,8,0.0,2.0,E09000011,Greenwich,6,96.79696038426884,4.582893496642329,High-medium,3,Marginal food security,2,Insecure,1.0,0.0
927269,Food,Male,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,Prefer not to say,,Buying the house on a mortgage,C,No,False,False,True,6,1.0,1.0,E09000030,Tower Hamlets,9,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
3205662,Food,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,B,Yes,True,False,False,7,0.5,1.5,E09000021,Kingston upon Thames,8,73.1006257318934,4.305423976691399,Lowest,1,High food security,0,Secure,0.0,0.0
2965732,Food,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working full-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,C,Yes,False,True,False,7,2.0,1.5,E09000019,Islington,3,127.4397296829604,4.855459764601848,Highest,4,Low food security,5,Insecure,1.0,0.0
2309853,Food,Female,50 to 54,8,Yes,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,No,False,False,True,7,1.0,1.5,E09000004,Bexley,3,64.46313682120169,4.181487187588867,Lowest,1,High food security,0,Secure,0.0,0.0
2177298,Food,Female,25 to 29,3,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,0.5,E09000015,Harrow,8,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
2553047,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Don't know,False,False,False,8,1.0,2.5,E09000030,Tower Hamlets,9,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
4977515,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,Prefer not to say,,Buying the house on a mortgage,C,No,False,False,True,6,1.0,0.5,E09000023,Lewisham,5,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
6037766,Food,Female,50 to 54,8,Prefer not to say,Living with partner/ spouse (NO children or children have left home),Not working- long term sick or disabled,Prefer not to say,,Living in rented accommodation from Housing Association,Don't know,No,False,True,False,6,1.0,1.0,E09000030,Tower Hamlets,2,106.55418799829552,4.677994794967642,High-medium,3,Low food security,3,Insecure,1.0,0.0
5154733,Food,Female,25 to 29,3,Prefer not to say,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"Less than £14,900 p.a.",1.0,Living in rented accommodation from Housing Association,Don't know,Don't know,False,True,False,5,1.0,1.0,E09000033,Westminster,1,372.93320499747455,5.924077185200883,Highest,4,Marginal food security,2,Insecure,1.0,0.0
2838312,Food,Female,60 to 64,10,No,Living with partner/ spouse (NO children or children have left home),Working part-time,"£24,301- £37,900 p.a.",3.0,Owning the house outright,Don't know,No,False,False,True,8,0.0,2.5,E09000019,Islington,7,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
6174377,Food,Female,30 to 34,4,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,Prefer not to say,,Renting from private landlord,Don't know,Yes,True,False,False,8,2.0,1.0,E09000004,Bexley,6,64.46313682120169,4.181487187588867,Lowest,1,Low food security,5,Insecure,1.0,0.0
5605675,Food,Male,25 to 29,3,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,High food security,0,Secure,0.0,0.0
1056552,Food,Male,20 to 24,2,No,"Living with other adults that are non-family members, such as friends/ flatmates",Student,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,Yes,True,False,False,7,2.0,1.0,E09000013,Hammersmith and Fulham,8,113.59740385755715,4.741425150076017,Highest,4,Marginal food security,2,Insecure,1.0,0.0
5151885,Food,Female,30 to 34,4,No,Living on my own (NO children or children have left home),Working part-time,Prefer not to say,,Living in student accommodation/ student halls,Don't know,Don't know,False,False,False,8,0.5,1.5,E09000007,Camden,6,161.7785752076001,5.0923908429892295,Highest,4,Low food security,7,Insecure,1.0,0.0
1148158,Food,Male,35 to 39,5,Yes,Living with partner/ spouse (NO children or children have left home),Not working- long term sick or disabled,"Less than £14,900 p.a.",1.0,Renting from private landlord,Don't know,Yes,True,False,False,7,1.0,1.0,E09000021,Kingston upon Thames,9,73.1006257318934,4.305423976691399,Lowest,1,Marginal food security,1,Insecure,1.0,0.0
6700453,Food,Female,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,D,Yes,True,False,False,7,1.0,0.5,E09000007,Camden,8,161.7785752076001,5.0923908429892295,Highest,4,Marginal food security,1,Insecure,1.0,0.0
5212204,Food,Male,55 to 59,9,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Unemployed,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,8,1.0,1.5,E09000011,Greenwich,5,96.79696038426884,4.582893496642329,High-medium,3,High food security,0,Secure,0.0,0.0
6343958,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,1.0,1.0,E09000009,Ealing,6,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
2630674,Food,Prefer not to say,65 to 69,11,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Retired,"Less than £14,900 p.a.",1.0,Owning the house outright,E,No,False,False,True,3,2.0,0.0,E09000032,Wandsworth,10,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
1109853,Food,Female,20 to 24,2,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,Prefer not to say,,Renting from private landlord,Don't know,Don't know,True,False,False,6,1.0,1.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
6154577,Food,Non binary/ other,25 to 29,3,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Not working- long term sick or disabled,"£14,901- £24,300 p.a.",2.0,Living in a night shelter/ hostel,D,No,False,False,False,1,2.0,0.5,E09000023,Lewisham,2,93.94595064593692,4.553307789123356,High-medium,3,Very low food security,9,Insecure,1.0,1.0
50599,Food,Female,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Unemployed,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,B,No,True,False,False,8,1.0,2.0,E09000023,Lewisham,2,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
5810919,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,6,0.5,1.0,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,Marginal food security,1,Insecure,1.0,0.0
5080502,Food,Female,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,Yes,True,False,False,8,1.0,1.0,E09000021,Kingston upon Thames,8,73.1006257318934,4.305423976691399,Lowest,1,Low food security,3,Insecure,1.0,0.0
3295188,Food,Female,35 to 39,5,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,Prefer not to say,,Renting from private landlord,Don't know,Yes,True,False,False,8,0.5,2.0,E09000014,Haringey,3,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
6564221,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,8,0.0,1.0,E09000030,Tower Hamlets,9,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
5366293,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,Yes,True,False,False,7,0.5,2.0,E09000026,Redbridge,4,78.28836492624754,4.373091395634522,Low-medium,2,High food security,0,Secure,0.0,0.0
6119017,Food,Female,45 to 49,7,No,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,B,Don't know,False,False,True,9,0.0,1.5,E09000028,Southwark,2,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
6448419,Food,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,C,Don't know,True,False,False,8,0.0,1.0,E09000020,Kensington and Chelsea,2,144.35898136510193,4.979206416393453,Highest,4,High food security,0,Secure,0.0,0.0
72195,Food,Male,55 to 59,9,No,Living on my own (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,7,2.0,1.5,E09000017,Hillingdon,8,77.02625332106763,4.357045351098229,Low-medium,2,High food security,0,Secure,0.0,0.0
5798517,Food,Male,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£14,901- £24,300 p.a.",2.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,D,No,False,False,False,3,1.0,1.5,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,Very low food security,9,Insecure,1.0,1.0
5729859,Food,Female,30 to 34,4,Yes,Living with partner/ spouse (NO children or children have left home),Working full-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,C,No,True,False,False,5,1.0,2.0,E09000007,Camden,5,161.7785752076001,5.0923908429892295,Highest,4,Low food security,5,Insecure,1.0,0.0
1474144,Food,Male,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,6,1.0,1.0,E09000005,Brent,8,89.33622132404018,4.503538502077379,Low-medium,2,Low food security,7,Insecure,1.0,0.0
6678720,Food,Female,25 to 29,3,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,Prefer not to say,,Renting from private landlord,Don't know,Yes,True,False,False,6,1.5,1.5,E09000022,Lambeth,3,107.01926113040732,4.682309555022923,High-medium,3,Marginal food security,2,Insecure,1.0,0.0
2165398,Food,Female,60 to 64,10,Yes,Living on my own (NO children or children have left home),Unemployed,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,6,2.0,0.0,E09000031,Waltham Forest,2,82.92437534381423,4.429916099809674,Low-medium,2,Marginal food security,1,Insecure,1.0,0.0
2635039,Food,Female,40 to 44,6,No,Living on my own (NO children or children have left home),Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,6,1.5,2.0,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
563379,Food,Female,25 to 29,3,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,1.0,1.5,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
1154238,Food,Male,20 to 24,2,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working full-time,"£24,301- £37,900 p.a.",3.0,Living in rented accommodation from Housing Association,Don't know,No,False,True,False,8,1.0,2.5,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Low food security,5,Insecure,1.0,0.0
